216	1	136	8 1 
0	16	13	17	9	13	14	17	13	20	4	19	24	24	17	4	10	19	14	6	14	23	27	3	19	25	17	10	8	6	23	13	11	16	14	22	11	12	24	18	10	17	12	13	22	28	31	19	22	15	8	8	13	20	18	16	11	9	7	13	12	3	10	8	22	5	12	6	12	7	9	16	4	6	18	20	16	19	19	6	8	3	15	16	14	25	15	8	10	16	20	14	13	4	9	11	15	14	20	17	18	18	17	11	20	15	19	13	15	19	7	7	19	19	5	10	17	17	19	15	2	2	14	7	11	3	21	13	20	21	7	16	25	23	24	4
16	0	27	8	9	26	29	12	28	15	19	3	13	13	11	15	23	22	28	19	13	11	16	18	3	13	6	24	23	21	12	26	6	30	9	17	8	10	13	6	7	4	23	5	14	24	19	37	17	9	21	21	28	34	2	9	27	24	20	26	27	18	22	12	10	19	11	13	27	20	13	7	20	21	10	34	30	11	31	18	11	18	31	31	29	22	28	22	24	1	35	28	9	15	20	11	10	13	15	11	33	4	12	26	8	5	8	27	29	20	17	10	15	3	16	15	31	34	6	28	17	15	6	22	25	17	5	28	8	17	22	2	13	11	14	14
13	27	0	20	17	10	23	20	8	18	11	30	34	35	26	14	9	13	5	11	12	33	37	12	29	35	28	4	9	16	33	10	21	4	17	15	19	15	35	20	20	27	23	23	33	46	41	31	19	18	17	8	1	29	28	16	21	18	19	25	22	10	9	18	32	16	13	17	10	19	19	18	11	9	28	7	4	22	10	10	15	14	27	26	26	44	2	6	6	27	6	23	23	14	21	22	25	13	18	26	28	21	17	21	30	21	22	12	7	13	14	18	31	30	17	11	26	27	30	2	12	14	24	16	14	15	31	8	30	20	10	26	35	33	35	16
17	8	20	0	14	13	29	5	26	8	18	8	20	21	18	13	14	15	27	13	8	19	23	15	6	21	13	23	22	19	19	13	10	29	5	10	9	6	21	2	11	12	28	11	22	32	27	34	10	2	23	21	26	33	8	4	26	24	22	31	25	16	15	15	18	21	7	18	25	22	21	4	18	20	16	18	19	3	15	15	12	18	30	29	29	30	22	21	19	9	34	27	16	15	25	24	17	8	9	18	31	6	6	24	16	6	2	26	15	14	11	19	22	7	21	10	30	35	13	21	16	17	13	21	24	19	10	26	16	10	21	11	21	19	21	21
9	9	17	14	0	11	22	14	20	18	11	11	21	22	13	4	7	17	20	7	11	21	25	8	10	23	15	17	15	13	21	11	5	23	6	19	2	9	23	10	4	15	16	7	23	34	28	27	19	8	16	14	19	26	9	8	19	17	13	19	19	10	8	3	20	15	10	6	19	13	8	7	11	13	15	18	16	17	16	7	3	12	24	22	22	31	21	14	12	10	27	20	11	5	13	9	12	6	17	13	24	7	15	17	18	5	16	19	13	16	5	5	24	11	9	6	23	28	17	19	9	8	12	15	18	10	13	20	18	19	14	14	22	20	22	9
13	26	10	13	11	0	25	12	23	11	14	19	34	33	25	10	7	7	14	8	5	32	36	12	17	34	27	11	19	16	33	0	14	14	10	8	12	8	34	15	13	26	25	16	34	40	40	31	12	11	19	17	11	30	18	11	23	20	21	28	22	13	6	12	31	18	7	15	23	19	18	12	15	16	27	7	7	14	7	9	9	15	28	26	31	38	11	9	7	26	14	24	21	12	22	21	24	7	11	25	28	14	10	21	28	15	16	23	5	7	7	17	32	16	18	4	26	29	29	10	14	14	23	18	21	16	21	23	29	12	18	26	34	32	34	16
14	29	23	29	22	25	0	29	22	32	13	32	34	36	16	16	22	32	24	18	26	22	30	15	31	24	30	21	19	12	30	25	20	27	26	34	23	25	26	30	19	29	12	22	20	26	27	6	34	27	8	18	23	5	31	27	3	6	10	9	11	14	23	18	21	8	25	15	21	7	16	29	14	15	20	28	26	30	31	18	20	10	3	11	4	24	25	18	20	29	31	13	17	16	15	15	18	23	32	16	7	31	30	9	25	27	31	17	23	31	19	20	21	30	13	22	6	4	27	25	13	16	26	7	13	11	34	24	24	34	18	29	26	30	28	13
17	12	20	5	14	12	29	0	27	4	18	12	31	37	19	14	15	11	27	14	9	36	34	16	9	38	17	23	23	20	29	12	11	30	6	6	10	7	35	6	12	15	29	13	38	39	34	35	6	3	23	21	20	34	12	4	27	24	25	31	26	17	15	16	32	22	8	19	26	23	22	6	19	20	30	15	16	2	12	15	13	19	32	30	34	37	21	22	19	12	24	28	17	16	26	24	18	9	4	19	32	8	6	25	29	9	5	26	16	10	12	21	36	10	22	11	30	32	17	20	17	18	15	22	25	20	13	27	29	6	22	14	35	35	35	20
13	28	8	26	20	23	22	27	0	30	9	31	35	36	27	16	20	20	4	17	24	34	39	13	30	36	29	7	3	10	34	23	22	6	24	32	21	22	36	28	21	28	25	24	35	47	42	20	32	25	16	8	7	18	29	26	20	17	18	24	11	12	20	19	33	15	22	18	2	18	20	26	7	11	29	14	12	28	18	15	18	16	25	15	26	45	9	10	10	28	11	12	25	16	22	23	26	21	30	27	17	28	27	10	32	25	29	5	15	20	17	19	32	31	20	20	15	20	31	9	14	15	25	14	8	16	33	2	31	32	4	28	36	34	36	16
20	15	18	8	18	11	32	4	30	0	21	15	33	40	23	17	18	10	31	17	12	39	36	19	13	41	21	27	26	23	32	11	15	22	10	5	14	10	41	10	16	19	32	17	42	43	38	38	3	7	26	25	19	37	16	8	30	27	26	35	29	20	15	19	38	25	11	22	29	26	25	10	22	23	34	13	15	7	10	19	16	22	34	33	33	40	20	25	18	16	22	30	20	18	29	27	21	12	0	23	35	12	6	28	36	12	10	29	17	8	15	23	39	14	24	14	33	39	21	19	20	21	30	25	28	23	17	30	36	1	25	17	41	38	40	24
4	19	11	18	11	14	13	18	9	21	0	22	26	27	20	6	11	21	15	7	15	25	30	4	21	27	20	9	6	5	25	14	13	17	15	23	12	13	27	19	12	19	13	15	25	31	33	20	23	16	7	6	12	18	20	17	10	8	9	15	11	4	12	10	24	4	13	8	8	9	11	17	2	3	20	23	15	19	20	7	9	3	17	15	17	28	13	6	9	19	21	12	16	6	10	14	17	12	21	20	17	19	18	10	23	16	20	8	16	20	8	10	23	22	6	11	15	16	22	13	3	5	16	6	10	4	24	14	22	23	5	18	27	25	27	7
19	3	30	8	11	19	32	12	31	15	22	0	14	15	14	19	26	22	31	23	14	13	17	21	3	15	7	28	26	24	13	19	9	34	11	17	10	12	15	6	10	6	26	8	16	26	21	40	17	9	24	25	31	37	3	10	30	27	23	29	30	21	26	15	12	23	13	16	30	23	16	8	23	24	11	25	25	10	22	23	13	21	34	34	33	24	32	26	27	4	38	31	12	19	23	14	13	14	15	14	36	6	13	29	10	7	7	30	21	21	21	13	16	3	19	16	34	38	7	32	20	19	9	25	29	20	2	31	10	17	25	5	15	13	15	19
24	13	34	20	21	34	34	31	35	33	26	14	0	2	22	22	30	39	35	26	34	11	6	25	15	13	8	31	31	28	2	34	17	38	22	38	21	32	5	18	20	11	25	18	18	15	9	38	34	31	28	29	35	40	13	34	34	32	28	28	34	25	30	19	10	27	32	20	34	28	21	19	27	28	11	41	37	30	38	25	25	25	33	38	31	12	36	30	31	12	42	36	16	22	27	19	14	28	32	22	41	16	34	33	6	20	19	35	36	39	24	17	18	16	24	30	39	37	8	35	24	23	13	29	33	24	12	35	6	35	30	11	6	4	6	22
24	13	35	21	22	33	36	37	36	40	27	15	2	0	22	23	30	40	36	27	34	16	5	25	15	12	9	32	32	29	4	33	18	39	23	42	22	33	4	19	20	12	25	18	17	14	9	37	42	35	29	30	35	39	14	35	33	30	29	27	35	26	31	20	11	28	33	21	35	29	21	19	28	28	12	42	38	23	39	26	26	26	32	39	30	11	37	30	32	13	43	37	17	23	27	20	15	29	40	22	39	17	37	34	7	20	20	35	36	39	25	18	17	16	24	30	40	36	9	36	25	24	14	30	34	25	14	36	7	42	31	12	4	3	4	22
17	11	26	18	13	25	16	19	27	23	20	14	22	22	0	14	22	31	27	18	26	8	15	17	13	12	9	24	26	19	15	25	8	30	13	24	12	16	14	17	9	11	7	8	9	15	15	20	24	16	16	21	27	21	13	16	17	18	12	10	28	18	22	11	9	16	24	11	26	14	8	15	19	20	5	34	29	19	31	18	17	17	15	25	13	12	28	21	23	11	34	28	4	14	9	5	2	21	22	0	22	14	20	20	13	13	18	27	27	31	17	9	4	14	13	22	26	18	11	28	21	15	6	17	25	14	16	27	13	24	25	10	14	18	16	11
4	15	14	13	4	10	16	14	16	17	6	19	22	23	14	0	5	16	16	4	10	21	26	3	17	23	17	12	11	9	22	10	7	19	11	18	6	9	24	15	8	15	14	11	24	34	30	23	18	12	10	9	15	22	16	12	14	11	12	18	15	6	7	4	20	9	9	5	15	12	7	12	7	9	16	18	16	14	15	3	3	6	22	18	20	32	16	10	12	15	23	16	12	1	12	10	13	6	17	14	20	15	14	13	19	9	15	15	12	16	2	6	22	18	8	6	19	20	18	16	5	3	13	11	13	8	20	15	18	18	10	14	24	21	23	6
10	23	9	14	7	7	22	15	20	18	11	26	30	30	22	5	0	13	20	2	7	28	33	4	19	30	24	9	15	13	29	7	10	14	12	13	9	10	31	16	9	23	22	13	31	37	37	28	20	12	16	7	10	26	25	12	20	17	18	24	19	10	2	9	28	15	10	12	19	16	15	14	12	13	24	10	10	15	12	3	6	12	24	23	27	35	12	5	4	23	14	20	18	8	19	17	21	6	18	22	25	16	15	18	25	12	17	19	5	12	4	13	29	18	15	4	23	25	25	10	10	11	20	15	17	12	28	20	25	19	15	22	31	29	31	13
19	22	13	15	17	7	32	11	20	10	21	22	39	40	31	16	13	0	17	14	10	38	42	18	20	40	33	15	25	22	39	7	20	16	15	6	18	12	40	17	19	32	31	22	41	51	46	37	8	14	26	24	13	36	23	14	29	27	25	34	28	19	12	18	37	24	12	21	28	25	24	17	21	23	33	7	9	14	4	15	15	21	33	32	32	49	14	16	15	32	16	30	28	18	28	27	30	12	10	31	34	19	10	27	35	19	17	29	11	2	13	22	39	20	24	10	33	38	34	13	19	20	29	24	27	22	24	20	35	11	24	31	40	38	40	24
14	28	5	27	20	14	24	27	4	31	15	31	35	36	27	16	20	17	0	16	24	34	38	13	30	36	29	4	7	17	35	14	22	3	24	20	21	23	36	28	21	28	24	24	36	47	42	23	32	25	18	6	4	21	30	25	22	19	20	26	14	12	21	19	33	17	22	17	6	19	20	27	11	11	29	11	9	28	15	16	18	16	27	18	27	45	6	7	7	28	8	15	23	16	22	22	26	21	30	27	20	29	28	21	30	24	28	9	11	17	17	19	32	31	20	20	19	28	31	5	13	15	25	17	12	16	32	3	31	32	8	28	36	34	36	17
6	19	11	13	7	8	18	14	17	17	7	23	26	27	18	4	2	14	16	0	8	25	29	3	17	27	21	10	12	10	27	8	10	19	11	14	8	9	28	15	9	19	18	12	28	38	34	23	19	12	12	10	12	23	20	13	15	13	14	20	16	4	3	8	24	11	9	9	15	14	11	13	9	8	20	12	11	15	13	1	5	9	22	20	25	36	14	6	6	19	16	17	16	5	16	14	17	6	17	18	22	15	14	15	22	12	16	15	7	13	2	10	26	17	12	4	21	21	22	12	5	8	17	12	15	9	23	15	22	19	11	18	28	25	27	10
14	13	12	8	11	5	26	9	24	12	15	14	34	34	26	10	7	10	24	8	0	33	37	13	11	35	28	12	19	17	33	5	11	17	6	8	9	3	35	10	14	27	26	13	35	41	41	32	13	7	20	18	12	30	13	5	24	21	22	28	23	14	6	13	32	19	2	16	23	20	19	7	16	17	28	13	11	9	10	9	10	16	28	27	31	38	14	10	9	13	17	24	22	12	23	21	24	2	12	26	29	9	6	22	29	10	10	23	7	10	9	17	33	11	19	2	27	29	29	13	14	15	24	19	21	16	15	24	29	13	18	15	35	32	35	17
23	11	33	19	21	32	22	36	34	39	25	13	11	16	8	21	28	38	34	25	33	0	10	23	13	7	7	31	30	24	10	32	16	37	21	40	20	31	9	17	19	10	12	16	3	9	10	24	40	20	20	28	33	25	12	33	25	22	16	13	31	24	29	18	1	20	31	20	33	17	17	18	26	26	4	40	36	21	37	25	24	21	18	29	16	7	35	28	30	11	41	32	12	21	13	12	7	27	39	8	25	15	36	24	5	19	18	34	34	37	23	16	3	14	17	29	29	22	7	34	23	22	12	21	29	18	15	34	4	40	29	11	9	9	11	20
27	16	37	23	25	36	30	34	39	36	30	17	6	5	15	26	33	42	38	29	37	10	0	28	18	5	12	35	34	32	9	36	21	41	26	45	24	35	3	22	23	14	19	20	11	7	2	31	38	37	27	32	38	32	17	37	32	29	23	21	38	29	33	22	11	27	35	24	38	25	24	22	30	31	15	45	41	33	42	29	29	29	26	36	24	5	39	33	35	15	45	39	20	26	20	20	18	32	36	15	33	19	40	37	10	23	23	38	39	42	28	20	11	19	27	33	37	30	12	39	27	26	17	29	36	28	18	39	6	38	33	15	2	3	2	25
3	18	12	15	8	12	15	16	13	19	4	21	25	25	17	3	4	18	13	3	13	23	28	0	20	25	19	9	9	7	24	12	12	16	13	21	10	11	25	17	11	18	16	14	26	32	32	20	21	13	9	7	12	20	19	13	12	10	11	17	13	2	9	6	23	8	11	6	12	11	10	15	5	5	19	13	12	16	18	3	7	6	17	17	18	29	14	4	7	18	20	14	13	3	14	12	15	10	19	17	19	17	16	9	20	13	18	13	8	18	6	8	24	21	10	9	18	18	20	13	2	4	15	8	12	5	23	13	20	20	8	17	26	24	26	8
19	3	29	6	10	17	31	9	30	13	21	3	15	15	13	17	19	20	30	17	11	13	18	20	0	15	8	26	26	23	14	17	8	33	9	15	9	9	15	4	9	6	25	7	16	26	21	39	15	7	23	24	30	37	3	7	29	26	23	28	29	20	18	14	12	22	10	15	29	23	15	6	22	23	11	22	22	8	19	20	13	20	33	33	31	24	31	25	26	3	37	31	11	17	23	13	12	11	13	13	35	5	10	28	10	6	5	29	19	18	14	12	17	1	19	14	33	37	8	30	19	18	8	24	28	19	4	30	10	14	25	5	15	13	16	16
25	13	35	21	23	34	24	38	36	41	27	15	13	12	12	23	30	40	36	27	35	7	5	25	15	0	9	33	32	27	8	34	18	39	23	46	22	33	2	19	21	11	15	18	6	4	5	28	42	38	24	30	35	29	14	35	25	26	20	18	36	26	31	20	5	24	33	21	35	22	21	20	27	28	11	42	38	37	39	27	26	26	23	33	21	2	37	30	32	13	42	36	16	23	17	17	15	29	40	12	30	17	41	28	5	21	20	36	36	39	25	18	8	16	21	30	34	27	9	36	25	24	14	26	34	23	23	35	5	42	31	13	2	4	2	24
17	6	28	13	15	27	30	17	29	21	20	7	8	9	9	17	24	33	29	21	28	7	12	19	8	9	0	26	24	22	7	27	10	32	15	22	13	26	9	11	14	3	18	9	10	20	15	31	22	14	21	23	29	32	6	14	28	25	21	21	28	19	24	13	6	20	26	14	28	21	14	12	21	22	5	34	31	15	32	21	20	19	25	32	24	18	30	23	25	5	36	29	10	17	21	12	8	23	20	10	34	9	17	26	5	10	13	28	29	33	19	11	10	8	17	24	32	30	1	30	18	17	7	23	27	18	9	29	4	22	24	3	9	7	9	16
10	24	4	23	17	11	21	23	7	27	9	28	31	32	24	12	9	15	4	10	12	31	35	9	26	33	26	0	7	13	31	11	19	6	20	18	18	18	33	25	18	25	21	21	31	44	39	28	28	21	15	5	4	27	26	22	18	16	17	23	20	8	9	16	30	13	19	14	9	17	17	22	9	6	25	9	7	25	13	9	14	12	25	23	24	41	6	4	5	24	9	21	21	12	18	19	22	14	26	24	25	24	23	18	28	21	25	9	8	15	14	15	29	27	17	12	24	24	27	5	9	11	22	14	12	13	29	7	28	29	8	24	33	30	32	13
8	23	9	22	15	19	19	23	3	26	6	26	31	32	26	11	15	25	7	12	19	30	34	9	26	32	24	7	0	6	30	19	18	10	20	27	17	17	32	24	17	24	20	20	31	43	38	16	27	21	13	5	10	15	25	21	16	14	15	21	8	9	16	15	29	11	18	13	2	15	16	21	4	6	25	15	13	25	19	12	13	10	23	11	22	40	11	6	7	24	14	9	20	11	18	18	22	19	26	26	13	23	23	6	27	20	24	3	12	24	13	14	28	26	13	16	12	17	26	11	8	10	21	9	5	12	28	5	27	27	1	23	32	30	32	12
6	21	16	19	13	16	12	20	10	23	5	24	28	29	19	9	13	22	17	10	17	24	32	7	23	27	22	13	6	0	27	16	15	20	17	25	14	15	29	21	14	21	13	17	24	29	35	17	25	18	6	11	16	16	23	18	9	7	8	13	9	6	14	12	26	5	16	10	9	8	14	20	6	7	22	25	19	21	22	10	11	3	14	13	15	27	18	11	13	21	24	10	16	9	11	15	19	14	23	19	15	22	20	5	23	18	22	9	19	22	10	12	22	24	7	13	13	15	24	17	5	8	18	4	7	5	26	17	24	25	7	20	29	27	29	6
23	12	33	19	21	33	30	29	34	32	25	13	2	4	15	22	29	39	35	27	33	10	9	24	14	8	7	31	30	27	0	33	16	37	22	37	20	31	6	18	19	10	21	17	13	18	12	34	33	30	27	29	34	34	13	31	33	31	27	23	33	24	30	19	9	26	32	20	33	27	20	18	26	27	10	40	37	28	38	26	25	25	28	37	27	15	36	29	30	11	41	35	15	22	27	18	13	29	32	18	39	15	32	32	6	19	19	34	35	38	25	17	13	15	22	29	38	32	5	36	23	22	12	28	32	23	11	34	5	33	29	11	6	4	6	22
13	26	10	13	11	0	25	12	23	11	14	19	34	33	25	10	7	7	14	8	5	32	36	12	17	34	27	11	19	16	33	0	14	14	10	8	12	8	34	15	13	26	25	16	34	40	40	31	12	11	19	17	10	30	18	11	23	20	21	28	23	13	6	12	31	18	7	15	23	21	18	12	15	16	27	7	7	14	7	9	9	15	28	26	31	38	11	9	7	26	14	24	21	12	22	21	24	7	11	25	29	14	10	21	28	15	16	23	5	7	7	17	32	17	18	4	27	29	29	10	14	14	23	18	21	16	21	23	29	12	18	26	34	32	34	16
11	6	21	10	5	14	20	11	22	15	13	9	17	18	8	7	10	20	22	10	11	16	21	12	8	18	10	19	18	15	16	14	0	25	5	16	4	8	18	10	1	8	15	2	17	29	24	29	16	8	13	16	22	28	8	8	17	15	13	19	21	12	11	3	15	12	9	5	21	13	7	7	14	15	10	21	19	11	19	10	6	11	23	25	22	27	23	16	18	6	29	22	6	10	13	8	7	11	15	8	27	7	12	20	14	5	12	21	16	19	7	3	13	9	8	10	25	28	11	23	11	10	4	13	20	9	11	22	13	16	17	7	18	16	18	8
16	30	4	29	23	14	27	30	6	22	17	34	38	39	30	19	14	16	3	19	17	37	41	16	33	39	32	6	10	20	37	14	25	0	27	19	24	25	39	31	24	31	27	27	39	50	45	26	24	28	21	8	3	24	33	28	25	22	23	29	17	14	13	22	36	20	25	20	8	22	23	30	14	14	32	10	8	31	14	18	21	19	29	21	30	48	2	9	10	31	5	18	26	19	25	25	29	24	22	30	23	32	30	24	33	27	31	12	12	17	20	22	35	33	23	16	21	30	34	5	16	18	28	20	15	19	35	6	33	24	11	30	39	37	39	19
14	9	17	5	6	10	26	6	24	10	15	11	22	23	13	11	12	15	24	11	6	21	26	13	9	23	15	20	20	17	22	10	5	27	0	11	4	3	23	6	6	13	26	7	22	34	29	32	11	3	20	18	18	31	10	3	24	21	22	28	24	14	12	9	20	19	4	16	23	22	19	2	16	16	13	18	16	6	15	12	7	16	29	27	31	32	19	18	16	10	22	25	11	13	23	13	12	5	10	13	29	6	7	22	17	5	8	24	13	15	9	9	18	8	19	7	28	30	15	18	15	15	9	19	22	17	13	24	18	11	19	11	23	21	23	17
22	17	15	10	19	8	34	6	32	5	23	17	38	42	24	18	13	6	20	14	8	40	45	21	15	46	22	18	27	25	37	8	16	19	11	0	15	8	42	12	17	20	33	18	43	48	43	40	6	8	28	25	16	38	17	9	31	29	30	36	31	22	12	20	40	27	7	23	31	30	26	11	23	24	35	10	12	8	7	15	17	24	36	35	39	45	17	16	15	17	19	32	22	20	31	29	23	8	5	24	37	13	5	30	37	14	11	31	13	4	13	25	41	15	27	10	35	37	22	15	22	23	20	27	29	24	20	32	37	6	26	19	43	40	43	25
11	8	19	9	2	12	23	10	21	14	12	10	21	22	12	6	9	18	21	8	9	20	24	10	9	22	13	18	17	14	20	12	4	24	4	15	0	7	21	9	5	11	18	6	20	33	27	29	15	7	17	15	21	28	8	7	21	18	15	21	20	12	9	5	19	16	8	8	20	15	10	6	13	14	13	21	18	10	18	8	4	13	25	24	24	31	22	16	13	8	28	21	9	7	15	11	10	6	13	12	26	5	10	19	17	4	11	20	15	18	6	6	16	10	11	8	24	30	13	22	12	9	8	16	19	12	11	21	17	15	16	11	21	20	22	9
12	10	15	6	9	8	25	7	22	10	13	12	32	33	16	9	10	12	23	9	3	31	35	11	9	33	26	18	17	15	31	8	8	25	3	8	7	0	33	6	9	14	24	10	33	39	39	30	12	4	18	16	16	28	11	2	22	20	20	26	22	12	10	11	30	17	2	14	21	18	17	5	14	16	26	15	14	7	12	10	8	14	26	25	29	37	17	17	14	11	20	22	13	11	21	19	15	3	10	16	27	6	4	20	27	8	9	21	11	11	7	16	32	9	17	6	26	27	15	16	12	13	22	17	20	14	13	22	27	11	17	12	33	31	33	15
24	13	35	21	23	34	26	35	36	41	27	15	5	4	14	24	31	40	36	28	35	9	3	25	15	2	9	33	32	29	6	34	18	39	23	42	21	33	0	19	21	12	17	18	9	6	3	30	42	22	26	30	35	30	14	22	27	28	22	20	35	26	31	20	8	27	33	21	35	24	21	19	28	29	10	41	38	23	39	28	27	26	24	36	23	4	37	30	33	13	43	36	17	24	19	19	12	30	41	14	32	17	38	33	5	21	20	35	36	40	26	18	9	16	24	31	36	29	9	37	25	24	14	30	34	25	17	36	5	42	31	12	0	2	1	23
18	6	20	2	10	15	30	6	28	10	19	6	18	19	17	15	16	17	28	15	10	17	22	17	4	19	11	25	24	21	18	15	10	31	6	12	9	6	19	0	11	10	30	11	20	30	25	36	12	4	24	22	28	34	6	5	28	25	24	33	27	18	16	13	16	23	8	20	27	24	23	4	20	21	15	19	20	5	16	16	10	20	32	31	31	28	24	23	20	7	35	28	15	16	27	17	16	10	10	17	33	5	7	26	15	5	2	27	17	15	13	21	20	5	22	12	31	37	11	23	18	19	12	23	26	20	8	28	14	11	23	9	19	17	19	22
10	7	20	11	4	13	19	12	21	16	12	10	20	20	9	8	9	19	21	9	14	19	23	11	9	21	14	18	17	14	19	13	1	24	6	17	5	9	21	11	0	9	15	3	22	32	27	28	17	9	13	15	21	28	9	9	17	14	12	15	20	12	10	2	18	11	12	5	21	12	6	8	13	14	14	21	19	12	18	12	5	11	20	25	18	30	22	16	18	7	28	22	7	8	12	7	8	9	16	9	26	8	13	19	15	6	13	21	15	18	7	3	14	10	8	9	25	23	16	22	10	9	5	14	19	9	12	21	15	17	16	8	21	19	21	6
17	4	27	12	15	26	29	15	28	19	19	6	11	12	11	15	23	32	28	19	27	10	14	18	6	11	3	25	24	21	10	26	8	31	13	20	11	14	12	10	9	0	23	7	13	23	18	34	20	12	21	22	28	35	5	12	27	24	21	23	27	18	23	12	9	20	14	14	27	20	13	10	20	21	5	34	30	14	31	19	18	18	28	31	26	21	29	23	24	3	35	29	9	15	20	12	8	21	18	11	33	7	16	26	6	9	11	28	29	32	17	10	9	7	17	23	31	32	3	28	17	16	6	22	26	17	8	28	6	20	23	1	12	10	12	15
12	23	23	28	16	25	12	29	25	32	13	26	25	25	7	14	22	31	24	18	26	12	19	16	25	15	18	21	20	13	21	25	15	27	26	33	18	24	17	30	15	23	0	18	11	17	18	14	33	26	10	18	27	15	25	26	15	12	6	3	21	15	22	14	12	10	24	11	24	8	8	28	16	17	12	33	27	29	30	18	17	11	9	19	7	15	25	19	21	23	31	22	8	14	4	6	9	20	32	7	16	26	29	14	16	20	31	24	27	30	16	9	10	26	8	22	19	13	18	25	13	11	12	12	19	9	28	25	15	33	19	22	17	21	19	11
13	5	23	11	7	16	22	13	24	17	15	8	18	18	8	11	13	22	24	12	13	16	20	14	7	18	9	21	20	17	17	16	2	27	7	18	6	10	18	11	3	7	18	0	19	29	24	31	18	10	16	18	24	31	7	10	20	17	15	18	23	15	13	5	15	14	11	8	24	15	9	8	16	17	11	24	22	12	21	15	8	14	23	28	21	27	25	19	21	5	31	25	6	11	15	8	7	13	17	8	29	7	14	22	12	5	12	24	18	22	10	6	19	8	11	12	28	26	10	25	13	12	3	17	22	12	10	24	13	18	19	6	18	16	18	9
22	14	33	22	23	34	20	38	35	42	25	16	18	17	9	24	31	41	36	28	35	3	11	26	16	6	10	31	31	24	13	34	17	39	22	43	20	33	9	20	22	13	11	19	0	4	10	24	43	36	20	28	36	26	15	37	22	23	16	14	32	26	32	21	4	21	33	21	33	19	18	21	26	29	7	43	39	24	40	28	27	22	19	29	17	8	35	31	31	14	43	32	13	24	13	13	11	30	41	9	27	18	38	24	8	22	21	32	37	40	26	19	4	17	18	31	30	23	10	35	25	21	15	22	30	19	18	36	7	43	30	13	9	13	11	20
28	24	46	32	34	40	26	39	47	43	31	26	15	14	15	34	37	51	47	38	41	9	7	32	26	4	20	44	43	29	18	40	29	50	34	48	33	39	6	30	32	23	17	29	4	0	7	30	44	41	26	41	47	32	25	41	27	28	22	20	38	37	42	31	10	26	39	27	46	25	24	31	32	40	13	53	50	39	46	38	37	28	25	35	23	3	48	41	43	24	54	38	19	34	19	19	17	40	42	15	33	28	43	30	10	32	31	47	42	46	36	29	10	27	24	37	36	29	20	47	36	35	25	28	36	25	24	47	9	44	42	24	6	10	8	26
31	19	41	27	28	40	27	34	42	38	33	21	9	9	15	30	37	46	42	34	41	10	2	32	21	5	15	39	38	35	12	40	24	45	29	43	27	39	3	25	27	18	18	24	10	7	0	31	39	35	27	36	41	31	20	36	28	29	23	21	41	32	37	26	11	27	39	27	41	25	27	26	34	35	18	47	44	33	45	34	33	27	25	36	24	5	43	36	38	19	49	42	23	30	20	22	17	36	37	15	33	23	38	31	14	27	26	41	42	46	32	24	10	22	24	37	37	29	15	43	31	30	20	28	40	25	19	42	13	38	37	18	3	5	3	29
